videoId,author,publishedAt,likeCount,search_keyword,video_title,teks_bersih,hashtags,text,teks_bersih_lower,label sentiment,clean_teks,stem_teks
cXXsrYLMXQE,@wesiyoiwesii,2025-06-23T09:41:02Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Panther kijang diesel siap SENGGOL BACOK LCGC kaleng.,,Panther kijang diesel siap SENGGOL BACOK LCGC kaleng.,panther kijang diesel siap senggol bacok lcgc kaleng.,netral,panther kijang diesel senggol bacok lcgc kaleng,panther kijang diesel senggol bacok lcgc kaleng
cXXsrYLMXQE,@residivisblongkiri,2025-06-23T08:16:43Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"150 juta lebih jelas pilih mobil bekas berkualitas lah, ya kali beli lcgc.",,"150 juta lebih jelas pilih mobil bekas berkualitas lah, ya kali beli lcgc.","150 juta lebih jelas pilih mobil bekas berkualitas lah, ya kali beli lcgc.",negatif,150 juta pilih mobil bekas berkualitas kali beli lcgc,150 juta pilih mobil bekas kualitas kali beli lcgc
cXXsrYLMXQE,@ErzaRafikurnia,2025-06-23T06:30:49Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Mobkas gua,,Mobkas gua,mobkas gua,negatif,mobkas,mobkas
cXXsrYLMXQE,@anandaputraanugerah390,2025-06-23T05:57:08Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Bahas jazz gd 3 min,,Bahas jazz gd 3 min,bahas jazz gd 3 min,netral,bahas jazz gd 3 min,bahas jazz gd 3 min
cXXsrYLMXQE,@Muhsinkhalid119,2025-06-23T03:57:36Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,LCGC bekas jauh lebih menarik,,LCGC bekas jauh lebih menarik 😂,lcgc bekas jauh lebih menarik,negatif,lcgc bekas menarik,lcgc bekas tarik
cXXsrYLMXQE,@SwagthamSwagtham,2025-06-23T01:42:02Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Di tempat ku jarang yg beli mobil sekarang.ap lg yg baru kcuali yg krj onlin..kbnykn beli motor sehrg mobil bekas..ntah ves met..ato xmax,,Di tempat ku jarang yg beli mobil sekarang.ap lg yg baru kcuali yg krj onlin..kbnykn beli motor sehrg mobil bekas..ntah ves met..ato xmax,di tempat ku jarang yg beli mobil sekarang.ap lg yg baru kcuali yg krj onlin..kbnykn beli motor sehrg mobil bekas..ntah ves met..ato xmax,netral,ku jarang beli mobil sekarang.ap lg kcuali krj onlin kbnykn beli motor sehrg mobil bekas ntah ves met ato xmax,ku jarang beli mobil sekarang ap lg kcuali krj onlin kbnykn beli motor sehrg mobil bekas ntah ves met ato xmax
cXXsrYLMXQE,@wirdanrafi,2025-06-23T01:12:49Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Mobil LCGC Gen 1 bekas,,Mobil LCGC Gen 1 bekas,mobil lcgc gen 1 bekas,negatif,mobil lcgc gen 1 bekas,mobil lcgc gen 1 bekas
cXXsrYLMXQE,@Mils-d9i,2025-06-23T00:36:40Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,reupload video terus dah,,reupload video terus dah,reupload video terus dah,netral,reupload video,reupload video
cXXsrYLMXQE,@VanditDigitals,2025-06-22T23:01:20Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Bekaslah... Lcgc? Gengsi gw... Toh bukam buat ngojol,,Bekaslah... Lcgc? Gengsi gw... Toh bukam buat ngojol 😜,bekaslah... lcgc? gengsi gw... toh bukam buat ngojol,negatif,bekaslah lcgc gengsi bukam ngojol,bekas lcgc gengsi bukam ngojol
cXXsrYLMXQE,@morgia,2025-06-22T17:00:43Z,9,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Mau LCGC atau engga sama aja, balik lagi ke kebutuhan, tapi saran gw
1. Kalo baru mau punya mobil dan awam terkait permobilan beli LCGC karna murah, ok kalo buat yg baru lancar mobil (kalo ada kerusakan sparepart murah) dll
2. Kalo udh pernah punya mobil, pengetahuan akan mobil sudh meningkat dan saatnya ganti mobil tapi budget terbatas, beli mobil bekas, tapi max usianya 5 tahun dan usahakan merk mainstream kyk toyota, honda, suzuki",,"Mau LCGC atau engga sama aja, balik lagi ke kebutuhan, tapi saran gw
1. Kalo baru mau punya mobil dan awam terkait permobilan beli LCGC karna murah, ok kalo buat yg baru lancar mobil (kalo ada kerusakan sparepart murah) dll
2. Kalo udh pernah punya mobil, pengetahuan akan mobil sudh meningkat dan saatnya ganti mobil tapi budget terbatas, beli mobil bekas, tapi max usianya 5 tahun dan usahakan merk mainstream kyk toyota, honda, suzuki","mau lcgc atau engga sama aja, balik lagi ke kebutuhan, tapi saran gw
1. kalo baru mau punya mobil dan awam terkait permobilan beli lcgc karna murah, ok kalo buat yg baru lancar mobil (kalo ada kerusakan sparepart murah) dll
2. kalo udh pernah punya mobil, pengetahuan akan mobil sudh meningkat dan saatnya ganti mobil tapi budget terbatas, beli mobil bekas, tapi max usianya 5 tahun dan usahakan merk mainstream kyk toyota, honda, suzuki",netral,lcgc engga kebutuhan saran 1 kalo mobil awam terkait permobilan beli lcgc karna murah kalo lancar mobil kalo kerusakan sparepart murah 2 kalo mobil pengetahuan mobil sudh meningkat ganti mobil budget terbatas beli mobil bekas max usianya 5 usahakan merk mainstream kyk toyota honda suzuki,lcgc engga butuh saran 1 kalo mobil awam kait mobil beli lcgc karna murah kalo lancar mobil kalo rusa sparepart murah 2 kalo mobil tahu mobil sudh tingkat ganti mobil budget batas beli mobil bekas max usia 5 usaha merk mainstream kyk toyota honda suzuki
cXXsrYLMXQE,@arizalrevo9544,2025-06-22T15:06:21Z,1,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Mobkas harganya bertahan, tp boncos di maintenance, pa lagi diatas 10 tahun",,"Mobkas harganya bertahan, tp boncos di maintenance, pa lagi diatas 10 tahun😁","mobkas harganya bertahan, tp boncos di maintenance, pa lagi diatas 10 tahun",positif,mobkas harganya bertahan boncos maintenance pa diatas 10,mobkas harga tahan boncos maintenance pa atas 10
cXXsrYLMXQE,@DeditPrasetyo-g3l,2025-06-22T14:49:53Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Habis naik HRV naik Brio Satya,,,,,,,, haduh kok gini amat ya,,,,, cuma mudah di kendarain,,,,, tapi buat ngebut jalan tol kayak limbung,,, jadi was"". Dah lah paling bener itu beli mobil bekas dari pada lcgc,,,,,,,,",,"Habis naik HRV naik Brio Satya,,,,,,,, haduh kok gini amat ya,,,,, cuma mudah di kendarain,,,,, tapi buat ngebut jalan tol kayak limbung,,, jadi was"". Dah lah paling bener itu beli mobil bekas dari pada lcgc,,,,,,,,","habis naik hrv naik brio satya,,,,,,,, haduh kok gini amat ya,,,,, cuma mudah di kendarain,,,,, tapi buat ngebut jalan tol kayak limbung,,, jadi was"". dah lah paling bener itu beli mobil bekas dari pada lcgc,,,,,,,,",negatif,habis hrv brio satya haduh gini mudah kendarain ngebut jalan tol limbung beli mobil bekas lcgc,habis hrv brio satya haduh gin mudah kendarain ngebut jalan tol limbung beli mobil bekas lcgc
cXXsrYLMXQE,@saddam182,2025-06-22T14:09:25Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Kalaupun  terpaksa beli lcgc, minim ambil tipe tengah, velg kaleng g masalah, tp didandanin dikit, minim ya upgrade kaki2, kaki2 lcgc lumayan bikin capek kalau dipakai dijalan tol, trus upgrade peredam, bakalan kerasa sama nyamannya dipakai kayak beli mobil bekas non lcgc. Ini khusus buat yg g mau ribet dpt mobil bekas yg lumayan perawatannya.
Ya kalau kebetulan hoki dpt mobil bekas yg kondisinya bagus ya udah pasti skip aja beli lcgc, sebisa mungkin skip beli lcgc baru",,"Kalaupun  terpaksa beli lcgc, minim ambil tipe tengah, velg kaleng g masalah, tp didandanin dikit, minim ya upgrade kaki2, kaki2 lcgc lumayan bikin capek kalau dipakai dijalan tol, trus upgrade peredam, bakalan kerasa sama nyamannya dipakai kayak beli mobil bekas non lcgc. Ini khusus buat yg g mau ribet dpt mobil bekas yg lumayan perawatannya.
Ya kalau kebetulan hoki dpt mobil bekas yg kondisinya bagus ya udah pasti skip aja beli lcgc, sebisa mungkin skip beli lcgc baru","kalaupun  terpaksa beli lcgc, minim ambil tipe tengah, velg kaleng g masalah, tp didandanin dikit, minim ya upgrade kaki2, kaki2 lcgc lumayan bikin capek kalau dipakai dijalan tol, trus upgrade peredam, bakalan kerasa sama nyamannya dipakai kayak beli mobil bekas non lcgc. ini khusus buat yg g mau ribet dpt mobil bekas yg lumayan perawatannya.
ya kalau kebetulan hoki dpt mobil bekas yg kondisinya bagus ya udah pasti skip aja beli lcgc, sebisa mungkin skip beli lcgc baru",netral,terpaksa beli lcgc minim tipe velg kaleng g didandanin dikit minim upgrade kaki2 kaki2 lcgc lumayan bikin capek dipakai dijalan tol trus upgrade peredam kerasa nyamannya dipakai beli mobil bekas non lcgc khusus g ribet dpt mobil bekas lumayan perawatannya hoki dpt mobil bekas kondisinya bagus skip beli lcgc sebisa skip beli lcgc,paksa beli lcgc minim tipe velg kaleng g didandanin dikit minim upgrade kaki2 kaki2 lcgc lumayan bikin capek pakai jalan tol trus upgrade redam rasa nyaman pakai beli mobil bekas non lcgc khusus g ribet dpt mobil bekas lumayan awat hoki dpt mobil bekas kondisi bagus skip beli lcgc bisa skip beli lcgc
cXXsrYLMXQE,@RiskaYudianto,2025-06-22T11:31:05Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,beli mobil bekas tapi lcgc jga,,beli mobil bekas tapi lcgc jga😂,beli mobil bekas tapi lcgc jga,negatif,beli mobil bekas lcgc,beli mobil bekas lcgc
cXXsrYLMXQE,@Benson2968,2025-06-22T10:54:53Z,3,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Gini deh bro, kalau lu pingin beli mobil bekas di harga segitu, itu sulit yang berkualitas bro, tau sendiri yang beli lmvp lsuv itu model entri level, orang yang beli juga seringnya punya budged cekak mental isi bensin subsidi, suka telat service dan kalau rusak biasannya dibiarin sampe bener bener rusak dan kalau diganti pakai part kw semua , apalagi kl dapet bengkel yang asal dan kasar banyak yang diakalin gak bener, ini gak semua ya taapi kebanyakan, logika simple aja bro  jangan termakan buaian iming iming sales mobkas, kalau menurut gw sih warasnya sih mending beli lcgc baru kl memang sesuai kebutuhan dan gak gengsi wkwkw, kalau beneran eneg banget sama lcgc, ya coba cari diskon mobil baru kalau gk nabung lagi, kondisi saat ini anda belum pantas untuk punya mobil yang sesuai dengan gengsi anda 

Coba lebih kritis dalam berfikir pilihan itu gak cuman yang disebut oleh narator di video ini kok  , ini video memang yang buat orang yang jual mobkas, dan menyasar orang yang mendang mending gampang kemakan hehe 
 
Dan yang penting jangan maksa dan nyusahin orang dengan parkir di jalan, lebih baik punya lcgc tapi tempat tinggal yang layak dibanding nyusahin orang dengan parkir pinggir jalan. 

Haha kalau lu liat di perumahan mewah di bsd jg masih ada kok orang yang pakai lcgc karena mikirnya selama pemakaian di dalam kota gak masalah kenapa harus mewah mewah inget depresiasi harga ",,"Gini deh bro, kalau lu pingin beli mobil bekas di harga segitu, itu sulit yang berkualitas bro, tau sendiri yang beli lmvp lsuv itu model entri level, orang yang beli juga seringnya punya budged cekak mental isi bensin subsidi, suka telat service dan kalau rusak biasannya dibiarin sampe bener bener rusak dan kalau diganti pakai part kw semua 😂, apalagi kl dapet bengkel yang asal dan kasar banyak yang diakalin gak bener, ini gak semua ya taapi kebanyakan, logika simple aja bro 😂 jangan termakan buaian iming iming sales mobkas, kalau menurut gw sih warasnya sih mending beli lcgc baru kl memang sesuai kebutuhan dan gak gengsi wkwkw, kalau beneran eneg banget sama lcgc, ya coba cari diskon mobil baru kalau gk nabung lagi, kondisi saat ini anda belum pantas untuk punya mobil yang sesuai dengan gengsi anda 😂

Coba lebih kritis dalam berfikir pilihan itu gak cuman yang disebut oleh narator di video ini kok 😂 , ini video memang yang buat orang yang jual mobkas, dan menyasar orang yang mendang mending gampang kemakan hehe 
 
Dan yang penting jangan maksa dan nyusahin orang dengan parkir di jalan, lebih baik punya lcgc tapi tempat tinggal yang layak dibanding nyusahin orang dengan parkir pinggir jalan. 

Haha kalau lu liat di perumahan mewah di bsd jg masih ada kok orang yang pakai lcgc karena mikirnya selama pemakaian di dalam kota gak masalah kenapa harus mewah mewah inget depresiasi harga 😂","gini deh bro, kalau lu pingin beli mobil bekas di harga segitu, itu sulit yang berkualitas bro, tau sendiri yang beli lmvp lsuv itu model entri level, orang yang beli juga seringnya punya budged cekak mental isi bensin subsidi, suka telat service dan kalau rusak biasannya dibiarin sampe bener bener rusak dan kalau diganti pakai part kw semua , apalagi kl dapet bengkel yang asal dan kasar banyak yang diakalin gak bener, ini gak semua ya taapi kebanyakan, logika simple aja bro  jangan termakan buaian iming iming sales mobkas, kalau menurut gw sih warasnya sih mending beli lcgc baru kl memang sesuai kebutuhan dan gak gengsi wkwkw, kalau beneran eneg banget sama lcgc, ya coba cari diskon mobil baru kalau gk nabung lagi, kondisi saat ini anda belum pantas untuk punya mobil yang sesuai dengan gengsi anda 

coba lebih kritis dalam berfikir pilihan itu gak cuman yang disebut oleh narator di video ini kok  , ini video memang yang buat orang yang jual mobkas, dan menyasar orang yang mendang mending gampang kemakan hehe 
 
dan yang penting jangan maksa dan nyusahin orang dengan parkir di jalan, lebih baik punya lcgc tapi tempat tinggal yang layak dibanding nyusahin orang dengan parkir pinggir jalan. 

haha kalau lu liat di perumahan mewah di bsd jg masih ada kok orang yang pakai lcgc karena mikirnya selama pemakaian di dalam kota gak masalah kenapa harus mewah mewah inget depresiasi harga ",netral,gini lu pingin beli mobil bekas harga segitu sulit berkualitas tau beli lmvp lsuv model entri level orang beli budged cekak mental isi bensin subsidi suka telat service rusak biasannya dibiarin sampe rusak diganti pakai part kw kl bengkel kasar diakalin taapi kebanyakan logika simple termakan buaian iming iming sales mobkas warasnya mending beli lcgc kl sesuai kebutuhan gengsi beneran eneg lcgc cari diskon mobil nabung kondisi mobil sesuai gengsi kritis berfikir pilihan cuman narator video video orang jual mobkas menyasar orang mendang mending gampang kemakan hehe maksa nyusahin orang parkir jalan lcgc tinggal layak dibanding nyusahin orang parkir pinggir jalan haha lu liat perumahan mewah bsd orang pakai lcgc mikirnya pemakaian kota mewah mewah inget depresiasi harga,gin lu pingin beli mobil bekas harga segitu sulit kualitas tau beli lmvp lsuv model entri level orang beli budged cekak mental isi bensin subsidi suka telat service rusak bias dibiarin sampe rusak ganti pakai part kw kl bengkel kasar diakalin taapi banyak logika simple makan buai iming iming sales mobkas waras mending beli lcgc kl sesuai butuh gengsi beneran eneg lcgc cari diskon mobil nabung kondisi mobil sesuai gengsi kritis berfikir pilih cuman narator video video orang jual mobkas sasar orang dang mending gampang makan hehe maksa nyusahin orang parkir jalan lcgc tinggal layak banding nyusahin orang parkir pinggir jalan haha lu liat rumah mewah bsd orang pakai lcgc mikirnya pakai kota mewah mewah inget depresiasi harga
cXXsrYLMXQE,@RIYON89,2025-06-22T10:28:52Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Kalau kredit beli baru LCGC 
Kalau kontan beli yg bekas aja",,"Kalau kredit beli baru LCGC 
Kalau kontan beli yg bekas aja","kalau kredit beli baru lcgc 
kalau kontan beli yg bekas aja",netral,kredit beli lcgc kontan beli bekas,kredit beli lcgc kontan beli bekas
cXXsrYLMXQE,@DiditTrihandoko-hv7pn,2025-06-22T10:28:35Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Pernah dikondisi sprt ini, Sy pilih ambil GE8 bekas dari pada brio, jelas GE8 lebih nyaman, lebih kencang, lebih prestige",,"Pernah dikondisi sprt ini, Sy pilih ambil GE8 bekas dari pada brio, jelas GE8 lebih nyaman, lebih kencang, lebih prestige😅","pernah dikondisi sprt ini, sy pilih ambil ge8 bekas dari pada brio, jelas ge8 lebih nyaman, lebih kencang, lebih prestige",netral,dikondisi sprt sy pilih ge8 bekas brio ge8 nyaman kencang prestige,kondisi sprt sy pilih ge8 bekas brio ge8 nyaman kencang prestige
cXXsrYLMXQE,@rsyidfmt536,2025-06-22T10:26:12Z,1,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Semuanya benar, tergantung pilihan, kebutuhan  dan kemampuan...",,"Semuanya benar, tergantung pilihan, kebutuhan  dan kemampuan...","semuanya benar, tergantung pilihan, kebutuhan  dan kemampuan...",netral,tergantung pilihan kebutuhan kemampuan,gantung pilih butuh mampu
cXXsrYLMXQE,@herususanto1865,2025-06-22T08:20:44Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Lihat LCGC kok enggak ada tatakan dongkraknya di body bawah. Lihat beberapa mobil LCGC pada penyok,,Lihat LCGC kok enggak ada tatakan dongkraknya di body bawah. Lihat beberapa mobil LCGC pada penyok,lihat lcgc kok enggak ada tatakan dongkraknya di body bawah. lihat beberapa mobil lcgc pada penyok,netral,lihat lcgc tatakan dongkraknya body lihat mobil lcgc penyok,lihat lcgc tata dongkrak body lihat mobil lcgc penyok
cXXsrYLMXQE,@andisucahyo,2025-06-22T08:19:42Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Lebih baik secon tpi pinter""an pilih klo gak paham bawa orang yg paham, kalau gmpang perawatan suku cadang cari yg toyota misal avanza mkanik juga hmpir smua paham",,"Lebih baik secon tpi pinter""an pilih klo gak paham bawa orang yg paham, kalau gmpang perawatan suku cadang cari yg toyota misal avanza mkanik juga hmpir smua paham","lebih baik secon tpi pinter""an pilih klo gak paham bawa orang yg paham, kalau gmpang perawatan suku cadang cari yg toyota misal avanza mkanik juga hmpir smua paham",netral,secon tpi pinter pilih klo paham bawa orang paham gmpang perawatan suku cadang cari toyota avanza mkanik hmpir smua paham,secon tpi pinter pilih klo paham bawa orang paham gmpang awat suku cadang cari toyota avanza mkanik hmpir smua paham
cXXsrYLMXQE,@wijayaj001,2025-06-22T08:12:13Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Intinya jangan hutang, jangan kredit, jangan riba.",,"Intinya jangan hutang, jangan kredit, jangan riba.","intinya jangan hutang, jangan kredit, jangan riba.",netral,hutang kredit riba,hutang kredit riba
cXXsrYLMXQE,@crashtest11,2025-06-22T07:59:40Z,1,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Cari mobil bekas kalo bisa maksimal usia 10 thn   dan low km .   Jadi tidak terlalu memguras uang utk ke bengkel dan pasti aman .  Sya pake swift 2015 gx matic beli 2024 ,km posisi 62.000..  jalan setahun jadi 70.000   kondisi masih segar dan mantab..   tidak pernah rewel

Klo mau aman lagi ambil lcgc baru ..selama 5 sampe 8 tahun ga bakal mikir maintanance .paling cuma ganti kampas rem saja ..

Klo mau mewah dan mantab segalanya ambil jazz GK5 2014 2015 agak murah dari yg thn 2016 2017 2018..  harganya GK5 sangat stabill  mobil ini tidak ada kendala selama km  belum ada 150.000 ke atas ..  karena cvt maticnya rentan rusak di atas 150.000 km  dan harus perawatan ekstra .   Klo mau aman gk5 manual .. cuman kenyamanan nya ttp nyaman matic..",,"Cari mobil bekas kalo bisa maksimal usia 10 thn   dan low km .   Jadi tidak terlalu memguras uang utk ke bengkel dan pasti aman .  Sya pake swift 2015 gx matic beli 2024 ,km posisi 62.000..  jalan setahun jadi 70.000   kondisi masih segar dan mantab..   tidak pernah rewel

Klo mau aman lagi ambil lcgc baru ..selama 5 sampe 8 tahun ga bakal mikir maintanance .paling cuma ganti kampas rem saja ..

Klo mau mewah dan mantab segalanya ambil jazz GK5 2014 2015 agak murah dari yg thn 2016 2017 2018..  harganya GK5 sangat stabill  mobil ini tidak ada kendala selama km  belum ada 150.000 ke atas ..  karena cvt maticnya rentan rusak di atas 150.000 km  dan harus perawatan ekstra .   Klo mau aman gk5 manual .. cuman kenyamanan nya ttp nyaman matic..","cari mobil bekas kalo bisa maksimal usia 10 thn   dan low km .   jadi tidak terlalu memguras uang utk ke bengkel dan pasti aman .  sya pake swift 2015 gx matic beli 2024 ,km posisi 62.000..  jalan setahun jadi 70.000   kondisi masih segar dan mantab..   tidak pernah rewel

klo mau aman lagi ambil lcgc baru ..selama 5 sampe 8 tahun ga bakal mikir maintanance .paling cuma ganti kampas rem saja ..

klo mau mewah dan mantab segalanya ambil jazz gk5 2014 2015 agak murah dari yg thn 2016 2017 2018..  harganya gk5 sangat stabill  mobil ini tidak ada kendala selama km  belum ada 150.000 ke atas ..  karena cvt maticnya rentan rusak di atas 150.000 km  dan harus perawatan ekstra .   klo mau aman gk5 manual .. cuman kenyamanan nya ttp nyaman matic..",netral,cari mobil bekas kalo maksimal usia 10 thn low km memguras uang bengkel aman sya pake swift 2015 gx matic beli 2024 km posisi 62.000 jalan setahun 70.000 kondisi segar mantab rewel klo aman lcgc 5 sampe 8 mikir maintanance ganti kampas rem klo mewah mantab jazz gk5 2014 2015 murah thn 2016 2017 2018 harganya gk5 stabill mobil kendala km 150.000 cvt maticnya rentan rusak 150.000 km perawatan ekstra klo aman gk5 manual cuman kenyamanan ttp nyaman matic,cari mobil bekas kalo maksimal usia 10 thn low km memguras uang bengkel aman sya pake swift 2015 gx matic beli 2024 km posisi 62 000 jalan tahun 70 000 kondisi segar mantab rewel klo aman lcgc 5 sampe 8 mikir maintanance ganti kampas rem klo mewah mantab jazz gk5 2014 2015 murah thn 2016 2017 2018 harga gk5 stabill mobil kendala km 150 000 cvt maticnya rentan rusak 150 000 km awat ekstra klo aman gk5 manual cuman nyaman ttp nyaman matic
cXXsrYLMXQE,@sopianto188,2025-06-22T07:16:35Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,min cb bahas juga mobil sedan vios gen 3 masih work ga di beli,,min cb bahas juga mobil sedan vios gen 3 masih work ga di beli,min cb bahas juga mobil sedan vios gen 3 masih work ga di beli,negatif,min cb bahas mobil sedan vios gen 3 work beli,min cb bahas mobil sedan vios gen 3 work beli
cXXsrYLMXQE,@hajimotojipi6324,2025-06-22T07:04:21Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,Lcgc baru,,Lcgc baru,lcgc baru,negatif,lcgc,lcgc
cXXsrYLMXQE,@caprypermana5808,2025-06-22T06:30:04Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Buat yg paham maintenance dan perawatan ambil seken ..

Kalau yg baru pertama ambil dan masih buta tentang mobil ambil Lcgc baru tapi bukan tipe terendah minimal tengah..",,"Buat yg paham maintenance dan perawatan ambil seken ..

Kalau yg baru pertama ambil dan masih buta tentang mobil ambil Lcgc baru tapi bukan tipe terendah minimal tengah..","buat yg paham maintenance dan perawatan ambil seken ..

kalau yg baru pertama ambil dan masih buta tentang mobil ambil lcgc baru tapi bukan tipe terendah minimal tengah..",netral,paham maintenance perawatan seken buta mobil lcgc tipe terendah minimal,paham maintenance awat ken buta mobil lcgc tipe rendah minimal
cXXsrYLMXQE,@premiboss3609,2025-06-22T06:01:56Z,0,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Udah punya 4 mobil
- livina
- xtrail
- lancer 
- accord

Semua beli bekas
No LCGC baru

Males 
Fitur kismin
Safety ga kejamin

Better beli mobkas yg menengah
Bkn versi low

Klo mau cek kan ada inspektor mobil easy behee",,"Udah punya 4 mobil
- livina
- xtrail
- lancer 
- accord

Semua beli bekas
No LCGC baru

Males 
Fitur kismin
Safety ga kejamin

Better beli mobkas yg menengah
Bkn versi low

Klo mau cek kan ada inspektor mobil easy behee","udah punya 4 mobil
- livina
- xtrail
- lancer 
- accord

semua beli bekas
no lcgc baru

males 
fitur kismin
safety ga kejamin

better beli mobkas yg menengah
bkn versi low

klo mau cek kan ada inspektor mobil easy behee",netral,4 mobil livina xtrail lancer accord beli bekas lcgc males fitur kismin safety kejamin better beli mobkas menengah bkn versi low klo cek inspektor mobil easy behee,4 mobil livina xtrail lancer accord beli bekas lcgc males fitur kismin safety jamin better beli mobkas tengah bkn versi low klo cek inspektor mobil easy behee
cXXsrYLMXQE,@rendrapasa,2025-06-22T06:00:45Z,1,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Sebaliknya LCGC bekas saja utk 1st car.
Jangan pernah beli mobil baru lah...
Beli LCGC bekas tahun muda saja under 5 tahun, itu sama aja mobil bekas rasa baru.
Takut bekas taxi online? Ajakin orang bengkel aja...
Alasan LCGC bekas karena:
- pajak murah
- tahun muda
- minim restorasi 
- tinggal pakai
- parts murah2
- bensin irit karena CC kecil

Nanti setelah duitnya terkumpul banyak, jual itu LCGC bekas lalu beli mobil impian anda dalam kondisi bekas 
Makin tua usia mobil makin banyak PR ",,"Sebaliknya LCGC bekas saja utk 1st car.
Jangan pernah beli mobil baru lah...
Beli LCGC bekas tahun muda saja under 5 tahun, itu sama aja mobil bekas rasa baru.
Takut bekas taxi online? Ajakin orang bengkel aja...
Alasan LCGC bekas karena:
- pajak murah
- tahun muda
- minim restorasi 
- tinggal pakai
- parts murah2
- bensin irit karena CC kecil

Nanti setelah duitnya terkumpul banyak, jual itu LCGC bekas lalu beli mobil impian anda dalam kondisi bekas 😂😂😂
Makin tua usia mobil makin banyak PR 😂","sebaliknya lcgc bekas saja utk 1st car.
jangan pernah beli mobil baru lah...
beli lcgc bekas tahun muda saja under 5 tahun, itu sama aja mobil bekas rasa baru.
takut bekas taxi online? ajakin orang bengkel aja...
alasan lcgc bekas karena:
- pajak murah
- tahun muda
- minim restorasi 
- tinggal pakai
- parts murah2
- bensin irit karena cc kecil

nanti setelah duitnya terkumpul banyak, jual itu lcgc bekas lalu beli mobil impian anda dalam kondisi bekas 
makin tua usia mobil makin banyak pr ",negatif,lcgc bekas 1st car beli mobil beli lcgc bekas muda 5 mobil bekas takut bekas taxi online ajakin orang bengkel alasan lcgc bekas pajak murah muda minim restorasi tinggal pakai parts murah2 bensin irit cc duitnya terkumpul jual lcgc bekas beli mobil impian kondisi bekas tua usia mobil pr,lcgc bekas 1st car beli mobil beli lcgc bekas muda 5 mobil bekas takut bekas taxi online ajakin orang bengkel alas lcgc bekas pajak murah muda minim restorasi tinggal pakai parts murah2 bensin irit cc duit kumpul jual lcgc bekas beli mobil impi kondisi bekas tua usia mobil pr
cXXsrYLMXQE,@phantom6952,2025-06-22T05:17:41Z,1,Mobil LCGC,Mending Mana ? | Beli Mobil Bekas Atau LCGC Baru ??,"Kembali ke video sebelumnya, kalau budget pas2an mending beli Cash LCGC bekas pun gak masalah, part2nya murah, bensin irit, 100rb bisa buat seminggu",,"Kembali ke video sebelumnya, kalau budget pas2an mending beli Cash LCGC bekas pun gak masalah, part2nya murah, bensin irit, 100rb bisa buat seminggu","kembali ke video sebelumnya, kalau budget pas2an mending beli cash lcgc bekas pun gak masalah, part2nya murah, bensin irit, 100rb bisa buat seminggu",negatif,video budget pas2an mending beli cash lcgc bekas part2nya murah bensin irit 100rb seminggu,video budget pas2an mending beli cash lcgc bekas part2nya murah bensin irit 100rb minggu
